Year,Annee,ISO,Jurisdiction,Juridiction,Insect_species,Insecte_espece,Area,Superficie
2004,2004,MB,Manitoba,Manitoba,Hemlock looper,Arpenteuse de la pruche,0,0
2004,2004,MB,Manitoba,Manitoba,Forest tent caterpillar,Livree des forets,0,0
2004,2004,MB,Manitoba,Manitoba,Spongy moth,Spongieuse,0,0
2004,2004,MB,Manitoba,Manitoba,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2004,2004,MB,Manitoba,Manitoba,Balsam fir sawfly,Diprion du sapin,0,0
2004,2004,MB,Manitoba,Manitoba,Swaine jack pine sawfly,Diprion de Swaine,0,0
2004,2004,MB,Manitoba,Manitoba,Bruce spanworm,Arpenteuse de Bruce,0,0
2004,2004,MB,Manitoba,Manitoba,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2004,2004,MB,Manitoba,Manitoba,Large aspen tortrix,Tordeuse du tremble,0,0
2004,2004,MB,Manitoba,Manitoba,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2004,2004,MB,Manitoba,Manitoba,Spruce beetle,Dendroctone de l'epinette,0,0
2004,2004,MB,Manitoba,Manitoba,Aspen twoleaf tier,Noctuelle decolorie,0,0
2004,2004,MB,Manitoba,Manitoba,Other,Autres,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Jack pine budworm,Tordeuse du pin gris,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Hemlock looper,Arpenteuse de la pruche,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Forest tent caterpillar,Livree des forets,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Spongy moth,Spongieuse,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Balsam fir sawfly,Diprion du sapin,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Swaine jack pine sawfly,Diprion de Swaine,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Bruce spanworm,Arpenteuse de Bruce,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Large aspen tortrix,Tordeuse du tremble,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Spruce beetle,Dendroctone de l'epinette,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Aspen twoleaf tier,Noctuelle decolorie,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Other,Autres,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Jack pine budworm,Tordeuse du pin gris,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hemlock looper,Arpenteuse de la pruche,19018,19018
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Forest tent caterpillar,Livree des forets,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spongy moth,Spongieuse,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Balsam fir sawfly,Diprion du sapin,39366,39366
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Swaine jack pine sawfly,Diprion de Swaine,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Bruce spanworm,Arpenteuse de Bruce,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Large aspen tortrix,Tordeuse du tremble,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce beetle,Dendroctone de l'epinette,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Aspen twoleaf tier,Noctuelle decolorie,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other,Autres,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Jack pine budworm,Tordeuse du pin gris,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Hemlock looper,Arpenteuse de la pruche,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Forest tent caterpillar,Livree des forets,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Spongy moth,Spongieuse,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Blackheaded budworm,Tordeuse a tete noire de l'epinette,578,578
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Balsam fir sawfly,Diprion du sapin,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Swaine jack pine sawfly,Diprion de Swaine,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Bruce spanworm,Arpenteuse de Bruce,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Large aspen tortrix,Tordeuse du tremble,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Spruce beetle,Dendroctone de l'epinette,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Aspen twoleaf tier,Noctuelle decolorie,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Other,Autres,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Jack pine budworm,Tordeuse du pin gris,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Hemlock looper,Arpenteuse de la pruche,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Forest tent caterpillar,Livree des forets,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Spongy moth,Spongieuse,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Balsam fir sawfly,Diprion du sapin,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Swaine jack pine sawfly,Diprion de Swaine,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Bruce spanworm,Arpenteuse de Bruce,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Large aspen tortrix,Tordeuse du tremble,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce beetle,Dendroctone de l'epinette,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Aspen twoleaf tier,Noctuelle decolorie,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Other,Autres,0,0
2004,2004,ON,Ontario,Ontario,Spruce budworm,Tordeuse des bourgeons de l'epinette,279824,279824
2004,2004,ON,Ontario,Ontario,Jack pine budworm,Tordeuse du pin gris,851,851
2004,2004,ON,Ontario,Ontario,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2004,2004,ON,Ontario,Ontario,Hemlock looper,Arpenteuse de la pruche,1653,1653
2004,2004,ON,Ontario,Ontario,Forest tent caterpillar,Livree des forets,1277534,1277534
2004,2004,ON,Ontario,Ontario,Spongy moth,Spongieuse,177,177
2004,2004,ON,Ontario,Ontario,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2004,2004,ON,Ontario,Ontario,Balsam fir sawfly,Diprion du sapin,0,0
2004,2004,ON,Ontario,Ontario,Swaine jack pine sawfly,Diprion de Swaine,0,0
2004,2004,ON,Ontario,Ontario,Bruce spanworm,Arpenteuse de Bruce,0,0
2004,2004,ON,Ontario,Ontario,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2004,2004,ON,Ontario,Ontario,Large aspen tortrix,Tordeuse du tremble,6581,6581
2004,2004,ON,Ontario,Ontario,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2004,2004,ON,Ontario,Ontario,Spruce beetle,Dendroctone de l'epinette,0,0
2004,2004,ON,Ontario,Ontario,Aspen twoleaf tier,Noctuelle decolorie,0,0
2004,2004,ON,Ontario,Ontario,Other,Autres,12466,12466
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Jack pine budworm,Tordeuse du pin gris,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Hemlock looper,Arpenteuse de la pruche,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Forest tent caterpillar,Livree des forets,20,20
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Spongy moth,Spongieuse,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Balsam fir sawfly,Diprion du sapin,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Swaine jack pine sawfly,Diprion de Swaine,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Bruce spanworm,Arpenteuse de Bruce,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Large aspen tortrix,Tordeuse du tremble,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Spruce beetle,Dendroctone de l'epinette,150,150
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Aspen twoleaf tier,Noctuelle decolorie,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Other,Autres,150,150
2004,2004,QC,Quebec,Quebec,Spruce budworm,Tordeuse des bourgeons de l'epinette,30895,30895
2004,2004,QC,Quebec,Quebec,Jack pine budworm,Tordeuse du pin gris,151,151
2004,2004,QC,Quebec,Quebec,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2004,2004,QC,Quebec,Quebec,Hemlock looper,Arpenteuse de la pruche,36,36
2004,2004,QC,Quebec,Quebec,Forest tent caterpillar,Livree des forets,0,0
2004,2004,QC,Quebec,Quebec,Spongy moth,Spongieuse,0,0
2004,2004,QC,Quebec,Quebec,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2004,2004,QC,Quebec,Quebec,Balsam fir sawfly,Diprion du sapin,0,0
2004,2004,QC,Quebec,Quebec,Swaine jack pine sawfly,Diprion de Swaine,0,0
2004,2004,QC,Quebec,Quebec,Bruce spanworm,Arpenteuse de Bruce,0,0
2004,2004,QC,Quebec,Quebec,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2004,2004,QC,Quebec,Quebec,Large aspen tortrix,Tordeuse du tremble,0,0
2004,2004,QC,Quebec,Quebec,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2004,2004,QC,Quebec,Quebec,Spruce beetle,Dendroctone de l'epinette,0,0
2004,2004,QC,Quebec,Quebec,Aspen twoleaf tier,Noctuelle decolorie,0,0
2004,2004,QC,Quebec,Quebec,Other,Autres,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Spruce budworm,Tordeuse des bourgeons de l'epinette,282376,282376
2004,2004,SK,Saskatchewan,Saskatchewan,Jack pine budworm,Tordeuse du pin gris,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Hemlock looper,Arpenteuse de la pruche,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Forest tent caterpillar,Livree des forets,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Spongy moth,Spongieuse,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Balsam fir sawfly,Diprion du sapin,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Swaine jack pine sawfly,Diprion de Swaine,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Bruce spanworm,Arpenteuse de Bruce,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Large aspen tortrix,Tordeuse du tremble,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Spruce beetle,Dendroctone de l'epinette,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Aspen twoleaf tier,Noctuelle decolorie,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Other,Autres,0,0
2004,2004,YT,Yukon,Yukon,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2004,2004,YT,Yukon,Yukon,Jack pine budworm,Tordeuse du pin gris,0,0
2004,2004,YT,Yukon,Yukon,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2004,2004,YT,Yukon,Yukon,Hemlock looper,Arpenteuse de la pruche,0,0
2004,2004,YT,Yukon,Yukon,Forest tent caterpillar,Livree des forets,0,0
2004,2004,YT,Yukon,Yukon,Spongy moth,Spongieuse,0,0
2004,2004,YT,Yukon,Yukon,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2004,2004,YT,Yukon,Yukon,Balsam fir sawfly,Diprion du sapin,0,0
2004,2004,YT,Yukon,Yukon,Swaine jack pine sawfly,Diprion de Swaine,0,0
2004,2004,YT,Yukon,Yukon,Bruce spanworm,Arpenteuse de Bruce,0,0
2004,2004,YT,Yukon,Yukon,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2004,2004,YT,Yukon,Yukon,Large aspen tortrix,Tordeuse du tremble,0,0
2004,2004,YT,Yukon,Yukon,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2004,2004,YT,Yukon,Yukon,Spruce beetle,Dendroctone de l'epinette,99630,99630
2004,2004,YT,Yukon,Yukon,Aspen twoleaf tier,Noctuelle decolorie,0,0
2004,2004,YT,Yukon,Yukon,Other,Autres,0,0
2005,2005,AB,Alberta,Alberta,Spruce budworm,Tordeuse des bourgeons de l'epinette,52973,52973
2005,2005,AB,Alberta,Alberta,Jack pine budworm,Tordeuse du pin gris,0,0
2005,2005,AB,Alberta,Alberta,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2005,2005,AB,Alberta,Alberta,Hemlock looper,Arpenteuse de la pruche,0,0
2005,2005,AB,Alberta,Alberta,Forest tent caterpillar,Livree des forets,2690103,2690103
2005,2005,AB,Alberta,Alberta,Spongy moth,Spongieuse,0,0
2005,2005,AB,Alberta,Alberta,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2005,2005,AB,Alberta,Alberta,Balsam fir sawfly,Diprion du sapin,0,0
2005,2005,AB,Alberta,Alberta,Swaine jack pine sawfly,Diprion de Swaine,0,0
2005,2005,AB,Alberta,Alberta,Bruce spanworm,Arpenteuse de Bruce,0,0
2005,2005,AB,Alberta,Alberta,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2005,2005,AB,Alberta,Alberta,Large aspen tortrix,Tordeuse du tremble,227001,227001
2005,2005,AB,Alberta,Alberta,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2005,2005,AB,Alberta,Alberta,Spruce beetle,Dendroctone de l'epinette,0,0
2005,2005,AB,Alberta,Alberta,Aspen twoleaf tier,Noctuelle decolorie,25504,25504
2005,2005,AB,Alberta,Alberta,Other,Autres,41806,41806
2005,2005,BC,British Columbia,Colombie-Britannique,Spruce budworm,Tordeuse des bourgeons de l'epinette,703,703
2005,2005,BC,British Columbia,Colombie-Britannique,Jack pine budworm,Tordeuse du pin gris,0,0
2005,2005,BC,British Columbia,Colombie-Britannique,Mountain pine beetle,Dendroctone du pin ponderosa,8736068,8736068
2005,2005,BC,British Columbia,Colombie-Britannique,Hemlock looper,Arpenteuse de la pruche,3732,3732
2005,2005,BC,British Columbia,Colombie-Britannique,Forest tent caterpillar,Livree des forets,148,148
2005,2005,BC,British Columbia,Colombie-Britannique,Spongy moth,Spongieuse,0,0
2005,2005,BC,British Columbia,Colombie-Britannique,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2005,2005,BC,British Columbia,Colombie-Britannique,Balsam fir sawfly,Diprion du sapin,0,0
2005,2005,BC,British Columbia,Colombie-Britannique,Swaine jack pine sawfly,Diprion de Swaine,0,0
2005,2005,BC,British Columbia,Colombie-Britannique,Bruce spanworm,Arpenteuse de Bruce,0,0
2005,2005,BC,British Columbia,Colombie-Britannique,Western spruce budworm,Tordeuse occidentale de l'epinette,463962,463962
2005,2005,BC,British Columbia,Colombie-Britannique,Large aspen tortrix,Tordeuse du tremble,132494,132494
2005,2005,BC,British Columbia,Colombie-Britannique,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,7455,7455
2005,2005,BC,British Columbia,Colombie-Britannique,Spruce beetle,Dendroctone de l'epinette,55628,55628
2005,2005,BC,British Columbia,Colombie-Britannique,Aspen twoleaf tier,Noctuelle decolorie,0,0
2005,2005,BC,British Columbia,Colombie-Britannique,Other,Autres,1893697,1893697
2005,2005,MB,Manitoba,Manitoba,Spruce budworm,Tordeuse des bourgeons de l'epinette,72156,72156
2005,2005,MB,Manitoba,Manitoba,Jack pine budworm,Tordeuse du pin gris,0,0
2005,2005,MB,Manitoba,Manitoba,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2005,2005,MB,Manitoba,Manitoba,Hemlock looper,Arpenteuse de la pruche,0,0
2005,2005,MB,Manitoba,Manitoba,Forest tent caterpillar,Livree des forets,0,0
2005,2005,MB,Manitoba,Manitoba,Spongy moth,Spongieuse,0,0
2005,2005,MB,Manitoba,Manitoba,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2005,2005,MB,Manitoba,Manitoba,Balsam fir sawfly,Diprion du sapin,0,0
2005,2005,MB,Manitoba,Manitoba,Swaine jack pine sawfly,Diprion de Swaine,0,0
2005,2005,MB,Manitoba,Manitoba,Bruce spanworm,Arpenteuse de Bruce,0,0
2005,2005,MB,Manitoba,Manitoba,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2005,2005,MB,Manitoba,Manitoba,Large aspen tortrix,Tordeuse du tremble,0,0
2005,2005,MB,Manitoba,Manitoba,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2005,2005,MB,Manitoba,Manitoba,Spruce beetle,Dendroctone de l'epinette,0,0
2005,2005,MB,Manitoba,Manitoba,Aspen twoleaf tier,Noctuelle decolorie,0,0
2005,2005,MB,Manitoba,Manitoba,Other,Autres,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Jack pine budworm,Tordeuse du pin gris,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Hemlock looper,Arpenteuse de la pruche,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Forest tent caterpillar,Livree des forets,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Spongy moth,Spongieuse,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Balsam fir sawfly,Diprion du sapin,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Swaine jack pine sawfly,Diprion de Swaine,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Bruce spanworm,Arpenteuse de Bruce,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Large aspen tortrix,Tordeuse du tremble,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Spruce beetle,Dendroctone de l'epinette,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Aspen twoleaf tier,Noctuelle decolorie,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Other,Autres,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Jack pine budworm,Tordeuse du pin gris,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hemlock looper,Arpenteuse de la pruche,530,530
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Forest tent caterpillar,Livree des forets,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spongy moth,Spongieuse,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Balsam fir sawfly,Diprion du sapin,57315,57315
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Swaine jack pine sawfly,Diprion de Swaine,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Bruce spanworm,Arpenteuse de Bruce,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Large aspen tortrix,Tordeuse du tremble,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce beetle,Dendroctone de l'epinette,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Aspen twoleaf tier,Noctuelle decolorie,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other,Autres,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Jack pine budworm,Tordeuse du pin gris,360,360
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Hemlock looper,Arpenteuse de la pruche,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Forest tent caterpillar,Livree des forets,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Spongy moth,Spongieuse,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Blackheaded budworm,Tordeuse a tete noire de l'epinette,1320,1320
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Balsam fir sawfly,Diprion du sapin,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Swaine jack pine sawfly,Diprion de Swaine,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Bruce spanworm,Arpenteuse de Bruce,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Large aspen tortrix,Tordeuse du tremble,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Spruce beetle,Dendroctone de l'epinette,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Aspen twoleaf tier,Noctuelle decolorie,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Other,Autres,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce budworm,Tordeuse des bourgeons de l'epinette,35040,35040
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Jack pine budworm,Tordeuse du pin gris,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Hemlock looper,Arpenteuse de la pruche,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Forest tent caterpillar,Livree des forets,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Spongy moth,Spongieuse,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Balsam fir sawfly,Diprion du sapin,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Swaine jack pine sawfly,Diprion de Swaine,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Bruce spanworm,Arpenteuse de Bruce,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Large aspen tortrix,Tordeuse du tremble,0,0
